"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.063299179E-2,5.057277241E1,8.703991413E0,1.722078672E2,6.067135422E-2,NaN,1.667073490E1,1.657442784E1
2.102325559E0,5.057274104E1,8.704014098E0,1.709057826E2,3.855230510E-1,NaN,1.415791619E1,1.076884603E1
3.102316260E0,5.057275341E1,8.704004199E0,1.709391017E2,6.792624295E-2,NaN,3.392347884E1,2.605017701E1
4.052308917E0,5.057275047E1,8.703997594E0,1.710011569E2,1.993376464E-1,NaN,1.400000000E1,8.830018432E0
5.002300739E0,5.057275489E1,8.704015853E0,1.710216156E2,1.993376464E-1,NaN,1.400000000E1,1.177598648E1
5.988292575E0,5.057275250E1,8.704000229E0,1.710522462E2,2.188515067E-1,NaN,1.400000000E1,1.218932639E1
6.988284349E0,5.057274389E1,8.703987866E0,1.710800671E2,1.865595430E-1,NaN,1.492008932E1,1.515692760E1
7.988083124E0,5.057272953E1,8.703986061E0,1.711112902E2,4.721578956E-1,1.634468795E2,1.400000000E1,1.420005641E1
8.987658858E0,5.057272096E1,8.703982357E0,1.711204766E2,4.721578956E-1,1.476285437E2,1.693102962E1,1.965358833E1
9.987650633E0,5.057271452E1,8.703985337E0,1.711452980E2,4.843439758E-1,1.577915880E2,1.400000000E1,1.750308948E1
1.098870194E1,5.057270943E1,8.703986653E0,1.711647365E2,2.740918100E-1,1.554160875E2,1.400000000E1,1.182175279E1
1.198790979E1,5.057271088E1,8.703986602E0,1.711680107E2,1.846134067E-1,1.373045525E2,8.359524967E0,1.088266962E1
1.298790169E1,5.057270923E1,8.703987114E0,1.711584215E2,4.113228247E-2,3.424639450E2,1.097926054E1,1.519733728E1
1.398803544E1,5.057270923E1,8.703987114E0,1.711584216E2,4.113228247E-2,NaN,1.097926054E1,1.519733728E1
1.498885059E1,5.057271120E1,8.703987407E0,1.711518431E2,1.385826021E-1,8.396504253E1,1.318309852E1,1.890954889E1
1.598884237E1,5.057271751E1,8.704005186E0,1.711060750E2,1.104949117E0,7.731093909E1,9.379705680E0,1.384994416E1
1.698825932E1,5.057272472E1,8.704003630E0,1.711233187E2,1.104949117E0,6.853466971E1,1.370508280E1,2.043881852E1
1.798833799E1,5.057272356E1,8.703987768E0,1.711149691E2,7.247968763E-2,NaN,1.041685658E1,1.572276949E1
1.898832977E1,5.057272785E1,8.703984878E0,1.711194913E2,2.611481585E-2,NaN,7.481638080E0,1.171684116E1
1.998850727E1,5.057273028E1,8.703981391E0,1.710235223E2,1.784710586E-2,NaN,1.274524899E1,1.957018855E1
2.098759651E1,5.057273770E1,8.703972234E0,1.709987222E2,4.898809642E-2,NaN,1.149136831E1,1.838912473E1
2.198758829E1,5.057273771E1,8.703974846E0,1.710103893E2,4.481374845E-2,1.346069461E2,1.207468172E1,1.966684675E1
2.298758030E1,5.057273965E1,8.703982135E0,1.709087249E2,2.384351790E-1,8.083139067E1,1.025821511E1,1.666740185E1
2.398757219E1,5.057273429E1,8.703976457E0,1.708387251E2,2.384351790E-1,NaN,1.048701689E1,1.696337406E1
2.498756325E1,5.057273026E1,8.703966321E0,1.708512486E2,2.844093740E-1,NaN,6.154647937E0,1.003979075E1
2.598755562E1,5.057273185E1,8.703961099E0,1.708955016E2,3.460078835E-1,NaN,8.183737591E0,1.296571800E1
2.698754680E1,5.057273606E1,8.703961453E0,1.709129928E2,1.409740746E-1,NaN,8.335786098E0,1.279561429E1
2.798753834E1,5.057273594E1,8.703974971E0,1.709750473E2,2.482148707E-1,NaN,8.362673793E0,1.262590079E1
2.898752975E1,5.057273592E1,8.703974635E0,1.709320561E2,2.192159295E-1,NaN,6.052215541E0,8.538686544E0
2.998752129E1,5.057273342E1,8.703974972E0,1.709480690E2,2.482148707E-1,NaN,8.286778382E0,1.150213294E1
3.098751295E1,5.057273165E1,8.703977960E0,1.709437074E2,2.561178803E-1,NaN,6.690395857E0,9.099161937E0
