"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.120764494E-1,4.951325318E1,1.095862290E1,3.042951010E2,4.311531782E-1,3.495465070E2,7.526890607E0,6.966507515E0
1.262070894E0,4.951325941E1,1.095862017E1,3.042215712E2,4.311531782E-1,3.509058544E2,7.410505830E0,6.969089227E0
2.212084532E0,4.951326851E1,1.095861610E1,3.041838489E2,3.629232049E-1,3.232749636E2,8.739906900E0,8.279160657E0
3.161775708E0,4.951327700E1,1.095861329E1,3.042137361E2,3.629232049E-1,3.422779910E2,6.962879974E0,6.960523196E0
4.111763120E0,4.951328761E1,1.095860849E1,3.042258381E2,4.705856144E-1,3.565307221E2,6.017777625E0,6.847457773E0
5.062091708E0,4.951329722E1,1.095860090E1,3.042572185E2,8.299916983E-1,3.410638879E2,6.683128740E0,7.889344236E0
6.012079716E0,4.951330681E1,1.095859164E1,3.043123985E2,1.049658537E0,3.430716663E2,6.396110784E0,7.492192553E0
6.961772084E0,4.951331637E1,1.095858044E1,3.043771152E2,9.551051259E-1,3.442214959E2,1.108829465E1,1.281391379E1
7.911784291E0,4.951332456E1,1.095857690E1,3.044699531E2,9.551051259E-1,3.480210831E2,7.871380112E0,8.810459435E0
8.861775756E0,4.951333254E1,1.095857430E1,3.044699532E2,9.551051259E-1,3.480210811E2,7.871380112E0,8.810459435E0
9.811792493E0,4.951333923E1,1.095857416E1,3.045652543E2,7.591543794E-1,3.517846088E2,1.063094110E1,1.138896340E1
1.076178610E1,4.951335011E1,1.095857527E1,3.046771848E2,8.912627101E-1,3.581570677E2,1.134854263E1,1.155591729E1
1.171177900E1,4.951336344E1,1.095857680E1,3.047809261E2,1.039548039E0,8.963670792E-1,1.103310263E1,1.071975454E1
1.266177309E1,4.951337772E1,1.095857946E1,3.048704198E2,1.039548039E0,4.256326914E0,1.104059870E1,1.029611043E1
1.363376486E1,4.951339454E1,1.095857592E1,3.049545286E2,1.188356042E0,3.580010906E2,1.142644516E1,1.032044887E1
1.463375688E1,4.951341462E1,1.095857622E1,3.050208604E2,1.328676224E0,3.581509892E2,1.207779610E1,1.072361290E1
1.563374877E1,4.951344053E1,1.095856718E1,3.050893510E2,1.758948803E0,3.556677444E2,1.434383184E1,1.259706705E1
1.663374078E1,4.951346530E1,1.095856450E1,3.051501165E2,2.010665894E0,3.552271463E2,1.227462808E1,1.062461499E1
1.763373184E1,4.951348800E1,1.095856048E1,3.052117588E2,2.010665894E0,3.549829012E2,1.023192762E1,8.722281241E0
1.863372242E1,4.951351317E1,1.095855700E1,3.052761488E2,2.138226271E0,3.547789129E2,1.087034998E1,9.229267603E0
1.963371348E1,4.951353270E1,1.095855884E1,3.053432688E2,2.138226271E0,3.560987489E2,1.028864905E1,8.719375140E0
2.063370347E1,4.951356088E1,1.095855477E1,3.053996350E2,2.300806522E0,3.567373298E2,8.005517203E0,6.822505579E0
2.163369429E1,4.951358762E1,1.095855364E1,3.054659852E2,2.385794401E0,3.557493596E2,8.048459581E0,6.822569649E0
2.263368344E1,4.951361191E1,1.095854618E1,3.055571906E2,2.385794401E0,3.548605526E2,8.083993943E0,6.808541160E0
2.363367391E1,4.951364040E1,1.095854837E1,3.055908985E2,2.500908375E0,3.574188374E2,8.044180546E0,6.810694620E0
2.463366342E1,4.951365732E1,1.095855207E1,3.055971277E2,2.500908375E0,3.571716894E2,8.016567584E0,6.819817733E0
2.563365269E1,4.951368166E1,1.095854304E1,3.056327448E2,2.313274622E0,3.544401400E2,8.050632952E0,6.839681572E0
