"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.736166000E-1,5.058308122E1,8.661671468E0,1.571161811E2,4.672158270E-2,NaN,1.639489654E1,7.625741744E0
1.473624468E0,5.058307567E1,8.661661884E0,1.572470423E2,4.774875523E-2,NaN,1.654725149E1,7.604079212E0
2.473631978E0,5.058306945E1,8.661667340E0,1.570802557E2,1.988156734E-1,NaN,1.609022460E1,7.468566749E0
3.473638177E0,5.058306743E1,8.661670659E0,1.570756139E2,1.557234028E-1,NaN,1.609022460E1,7.253413647E0
4.473643422E0,5.058306505E1,8.661669632E0,1.569493358E2,1.559500296E-1,NaN,1.638035172E1,6.660810770E0
5.473649144E0,5.058305872E1,8.661664211E0,1.568205786E2,5.218554782E-1,NaN,1.646565980E1,5.374782617E0
6.473653078E0,5.058304177E1,8.661649773E0,1.566145030E2,9.535531278E-1,2.183030153E2,1.692270983E1,4.970589505E0
7.473656178E0,5.058303710E1,8.661625120E0,1.566022318E2,1.620471929E0,2.334673072E2,1.692270978E1,5.532202473E0
8.473659396E0,5.058303356E1,8.661608009E0,1.567032514E2,1.600568339E0,2.407673642E2,1.652886467E1,5.807099776E0
9.473661900E0,5.058301817E1,8.661582229E0,1.567757393E2,2.039555954E0,2.395642771E2,1.692298842E1,5.921802536E0
1.047366428E1,5.058300704E1,8.661540965E0,1.568469048E2,2.368089146E0,2.540071963E2,1.669805224E1,5.921169128E0
1.147366536E1,5.058301314E1,8.661518822E0,1.569262283E2,2.299616727E0,2.475800307E2,1.606744544E1,6.063340167E0
1.247366524E1,5.058300012E1,8.661484062E0,1.570843086E2,2.316187731E0,2.479203677E2,1.566358691E1,5.807064063E0
1.347366691E1,5.058298925E1,8.661461858E0,1.571940672E2,2.235018777E0,2.398413456E2,1.505348267E1,4.955051118E0
1.447366714E1,5.058297183E1,8.661417817E0,1.574088044E2,2.621300472E0,2.443953909E2,1.470206109E1,4.579806760E0
1.547366667E1,5.058296448E1,8.661376788E0,1.576044952E2,3.098746303E0,2.479848288E2,1.416704586E1,4.165182086E0
1.647366548E1,5.058296628E1,8.661358322E0,1.578925196E2,2.462623070E0,2.475764362E2,1.364224230E1,4.344669376E0
1.747366536E1,5.058293290E1,8.661329601E0,1.582313991E2,2.371974483E0,2.474634130E2,1.364224230E1,4.620069095E0
1.847366285E1,5.058292522E1,8.661302756E0,1.583583184E2,2.248866911E0,2.508861480E2,1.364224229E1,4.893631092E0
1.947366178E1,5.058291562E1,8.661250052E0,1.581908121E2,2.860069090E0,2.494435508E2,1.241870837E1,4.585653893E0
2.047365952E1,5.058289428E1,8.661211567E0,1.582478152E2,2.927766570E0,2.503690763E2,1.241870838E1,4.695843245E0
2.147365773E1,5.058288808E1,8.661180819E0,1.582152616E2,2.635060808E0,2.507499109E2,1.241870840E1,4.611126693E0
2.247365594E1,5.058288627E1,8.661154525E0,1.584148969E2,2.759083391E0,2.555526993E2,1.241870843E1,4.607451580E0
2.347365308E1,5.058288583E1,8.661121380E0,1.583515509E2,2.835966786E0,2.571990330E2,1.055575510E1,3.928598478E0
2.447364938E1,5.058288173E1,8.661095503E0,1.582938966E2,2.259070616E0,2.561095530E2,1.009846660E1,3.687663096E0
2.547364616E1,5.058289204E1,8.661054566E0,1.582188931E2,2.385211985E0,2.642074901E2,9.540918449E0,3.490327970E0
2.647364378E1,5.058288922E1,8.661006964E0,1.580085795E2,2.844387155E0,2.637308009E2,8.801911025E0,3.203200736E0
2.747363997E1,5.058288062E1,8.660978411E0,1.580447911E2,2.828987412E0,2.601457491E2,8.801911025E0,3.234096908E0
2.847363675E1,5.058287838E1,8.660932683E0,1.581037047E2,2.627228919E0,2.695875833E2,8.801911030E0,3.211243242E0
2.947363293E1,5.058288439E1,8.660917731E0,1.582569320E2,2.152978103E0,2.775989739E2,8.635533946E0,3.234992244E0
3.047362888E1,5.058287110E1,8.660875661E0,1.580913738E2,2.665428294E0,2.623764203E2,8.123112678E0,3.059543245E0
3.147362494E1,5.058287169E1,8.660833995E0,1.579772481E2,2.797908929E0,2.633028483E2,7.610274836E0,3.000000000E0
3.247362161E1,5.058287559E1,8.660801330E0,1.579086737E2,2.723391307E0,2.601934142E2,7.610274832E0,3.000000000E0
3.347361708E1,5.058287093E1,8.660759589E0,1.577072116E2,2.970411448E0,2.612315284E2,7.610274841E0,3.000000000E0
3.447361207E1,5.058287243E1,8.660718110E0,1.576862756E2,2.955088278E0,2.608724461E2,6.958028329E0,3.000000000E0
3.547360837E1,5.058285511E1,8.660682083E0,1.576015686E2,2.762710522E0,2.525895342E2,7.822829041E0,3.000000000E0
3.647360373E1,5.058284969E1,8.660647385E0,1.575850093E2,2.757915520E0,2.571534793E2,7.413244319E0,3.000000000E0
3.747359836E1,5.058284554E1,8.660616857E0,1.576039643E2,2.937473517E0,2.528153040E2,7.413244296E0,3.000000000E0
3.847359347E1,5.058283031E1,8.660588167E0,1.574425577E2,2.764343843E0,2.484264546E2,7.413244277E0,3.000000000E0
3.947358954E1,5.058282253E1,8.660559245E0,1.575567852E2,2.796550764E0,2.502538419E2,7.413244303E0,3.000000000E0
4.047358394E1,5.058280917E1,8.660530475E0,1.576657329E2,2.844894816E0,2.454554555E2,7.430772035E0,3.000000000E0
4.147357893E1,5.058280175E1,8.660503706E0,1.577528254E2,2.698856995E0,2.422917620E2,7.430448551E0,3.000000000E0
4.247357404E1,5.058278256E1,8.660470529E0,1.577410059E2,2.851681542E0,2.378077929E2,7.634786344E0,3.000000000E0
4.347356915E1,5.058276330E1,8.660442117E0,1.574092441E2,3.019724178E0,2.330260728E2,7.338084511E0,3.000000000E0
4.447356367E1,5.058274823E1,8.660431142E0,1.574051020E2,2.791245172E0,2.296043905E2,7.261646149E0,3.000000000E0
4.547355890E1,5.058272003E1,8.660425560E0,1.574446160E2,2.941196604E0,2.202094487E2,7.616309938E0,3.000000000E0
4.647355306E1,5.058270457E1,8.660399968E0,1.574483384E2,2.907903423E0,2.210744549E2,7.763669192E0,3.000000000E0
4.747354853E1,5.058268957E1,8.660383196E0,1.573862067E2,2.828519598E0,2.201266216E2,7.583530919E0,3.000000000E0
4.847354245E1,5.058267522E1,8.660360208E0,1.573007451E2,2.886240477E0,2.206032144E2,7.337660531E0,3.000000000E0
4.947353768E1,5.058265666E1,8.660369064E0,1.572955529E2,2.653602629E0,2.145990388E2,7.337660498E0,3.000000000E0
5.047353220E1,5.058263524E1,8.660339749E0,1.572550071E2,2.910264602E0,2.193391152E2,7.180073167E0,3.000000000E0
5.147352684E1,5.058261840E1,8.660319152E0,1.574937449E2,2.926680804E0,2.195016885E2,7.438143004E0,3.000000000E0
5.247352123E1,5.058259934E1,8.660292470E0,1.574633379E2,2.851657271E0,2.212583056E2,7.160659284E0,3.000000000E0
5.347351563E1,5.058258554E1,8.660266403E0,1.574743526E2,2.786150636E0,2.222001456E2,7.191394401E0,3.000000000E0
5.447350979E1,5.058257126E1,8.660234642E0,1.575775692E2,2.814643590E0,2.245916396E2,7.453720335E0,3.000000000E0
5.547350419E1,5.058255862E1,8.660211623E0,1.576917464E2,2.747745198E0,2.250401767E2,7.576770675E0,3.000000000E0
5.647349834E1,5.058254151E1,8.660188571E0,1.576870729E2,2.762259429E0,2.252073196E2,7.791001091E0,3.000000000E0
5.747349310E1,5.058252780E1,8.660170427E0,1.578043133E2,2.645760482E0,2.226072953E2,7.791001078E0,3.000000000E0
