"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.561197758E-1,5.057589500E1,8.669046714E0,1.833862979E2,7.298766799E-1,1.663099814E2,6.634736421E0,4.455985318E0
1.956114769E0,5.057589322E1,8.669062688E0,1.832023580E2,6.256298523E-1,1.516647840E2,6.621792287E0,4.258720173E0
2.956109166E0,5.057588407E1,8.669077321E0,1.830868064E2,1.048235381E0,1.459260140E2,6.534401152E0,3.957732478E0
3.956103325E0,5.057587901E1,8.669093333E0,1.838854019E2,1.107388884E0,1.364214763E2,6.584046587E0,3.737873221E0
4.956098557E0,5.057586877E1,8.669107677E0,1.834977169E2,1.292438759E0,1.367510493E2,6.549929824E0,3.111143808E0
5.956092119E0,5.057585860E1,8.669133549E0,1.821985782E2,1.537371519E0,1.321710210E2,6.713460672E0,3.006590717E0
6.956086755E0,5.057585287E1,8.669145699E0,1.834870394E2,1.300813802E0,1.349668855E2,6.738627037E0,3.014072863E0
7.956080794E0,5.057584666E1,8.669152821E0,1.832715947E2,9.512648138E-1,1.344792032E2,6.684032340E0,3.000000000E0
8.956075549E0,5.057584795E1,8.669151473E0,1.842961794E2,5.171931526E-1,1.339469791E2,6.677452781E0,3.000000000E0
9.956070423E0,5.057583740E1,8.669167725E0,1.843176261E2,6.366505134E-1,1.391196545E2,6.557955811E0,3.000000000E0
1.095606446E1,5.057585114E1,8.669199081E0,1.824767607E2,4.161998427E-1,7.320783754E1,6.665574885E0,3.000000000E0
1.195605874E1,5.057584837E1,8.669246070E0,1.839617902E2,6.598326399E-1,1.034988064E2,7.089945731E0,3.000000000E0
1.295605230E1,5.057582957E1,8.669277504E0,1.829650563E2,9.084620932E-1,1.138021790E2,7.248393556E0,3.041099528E0
1.395604706E1,5.057580466E1,8.669302692E0,1.839429948E2,1.341368114E0,1.260954110E2,7.425153172E0,3.060856348E0
1.495604205E1,5.057578683E1,8.669322402E0,1.843993141E2,1.289397711E0,1.290198947E2,7.496579333E0,3.042230375E0
1.595603549E1,5.057577750E1,8.669326783E0,1.845712570E2,1.104897972E0,1.315085120E2,7.495066764E0,3.142203175E0
1.695603049E1,5.057576710E1,8.669362828E0,1.859172420E2,1.502230153E0,1.294726231E2,7.434965259E0,3.246576544E0
1.795602560E1,5.057576149E1,8.669402525E0,1.848233684E2,1.748990079E0,1.231432478E2,7.456992509E0,3.422293570E0
1.895601916E1,5.057574541E1,8.669406982E0,1.834757272E2,1.522468342E0,1.375330998E2,7.555498181E0,3.155284991E0
1.995601344E1,5.057572462E1,8.669417044E0,1.853909673E2,1.451071761E0,1.486521784E2,7.791059957E0,3.070740775E0
2.095600820E1,5.057569121E1,8.669438396E0,1.842983139E2,1.732370338E0,1.473078087E2,7.811622917E0,3.029986776E0
2.195600271E1,5.057567985E1,8.669443268E0,1.845604633E2,1.372190902E0,1.500153178E2,7.760927570E0,3.000000000E0
2.295599699E1,5.057567117E1,8.669474141E0,1.856896965E2,1.080286298E0,1.285901392E2,7.946059348E0,3.294527111E0
2.395599043E1,5.057565086E1,8.669488105E0,1.843568656E2,1.092006211E0,1.281222084E2,7.954130321E0,3.385760904E0
2.495598590E1,5.057564433E1,8.669506189E0,1.843482222E2,6.391291225E-1,1.111473977E2,8.077460273E0,3.352307800E0
2.595597935E1,5.057562687E1,8.669538590E0,1.833517575E2,9.194792680E-1,1.118222787E2,8.193402622E0,3.444347303E0
2.695597410E1,5.057561402E1,8.669543485E0,1.839910374E2,6.241318048E-1,1.491809503E2,8.316296275E0,3.565325890E0
2.795596778E1,5.057559948E1,8.669559478E0,1.853180659E2,6.781845620E-1,1.772404336E2,8.484435639E0,3.667904286E0
2.895596254E1,5.057559726E1,8.669585375E0,1.839898843E2,7.010302249E-1,1.204847756E2,8.609234930E0,3.587412201E0
2.995595717E1,5.057555871E1,8.669601617E0,1.849927096E2,1.630327925E0,1.372890604E2,8.477491880E0,3.374123381E0
3.095595133E1,5.057553986E1,8.669643633E0,1.850503864E2,1.807238138E0,1.310117306E2,8.573602965E0,3.540770820E0
3.195594561E1,5.057552041E1,8.669672357E0,1.854259103E2,2.109222537E0,1.308649761E2,8.457485621E0,3.781252078E0
3.295594001E1,5.057550543E1,8.669706062E0,1.859176211E2,2.427913862E0,1.358707356E2,8.285911974E0,4.402521312E0
3.395690393E1,5.057547164E1,8.669698424E0,1.864009582E2,2.449854713E0,1.563561021E2,8.092317263E0,4.525187655E0
3.495691109E1,5.057545642E1,8.669697399E0,1.852162537E2,2.029065201E0,1.684799182E2,7.942534644E0,4.498015299E0
3.595690298E1,5.057542734E1,8.669710785E0,1.868502768E2,2.183575296E0,1.668678747E2,8.001121544E0,4.235758335E0
3.695690715E1,5.057542216E1,8.669737190E0,1.858153707E2,2.277241519E0,1.634824600E2,7.981223565E0,4.435879372E0
3.795691442E1,5.057539880E1,8.669741992E0,1.865699022E2,2.478702367E0,1.687949629E2,7.896755083E0,4.428415803E0
3.895690382E1,5.057536907E1,8.669740712E0,1.866488332E2,2.617010091E0,1.705506817E2,7.935579527E0,4.378629605E0
3.995690954E1,5.057534025E1,8.669746554E0,1.847670598E2,2.651437005E0,1.707899008E2,7.882248240E0,4.265519778E0
4.095690906E1,5.057531953E1,8.669756134E0,1.858882930E2,2.339099806E0,1.613471449E2,7.745105664E0,4.261204555E0
4.195689511E1,5.057529525E1,8.669791627E0,1.852620186E2,2.709202650E0,1.439874057E2,7.591325796E0,4.397647228E0
4.295689404E1,5.057528071E1,8.669815447E0,1.862951240E2,2.802047671E0,1.362526618E2,7.480435117E0,4.532513054E0
4.395689869E1,5.057526933E1,8.669843810E0,1.867281337E2,2.830025430E0,1.318423629E2,7.478470744E0,4.159519558E0
4.495688415E1,5.057524935E1,8.669844919E0,1.853057341E2,2.369312459E0,1.442348585E2,7.394125969E0,4.204816731E0
4.595688641E1,5.057523580E1,8.669863375E0,1.848182356E2,2.024101500E0,1.492437415E2,7.379374544E0,4.455774789E0
4.695688772E1,5.057522870E1,8.669866921E0,1.840806956E2,1.567794843E0,1.516158918E2,7.231634241E0,4.302358927E0
4.795687318E1,5.057520059E1,8.669865625E0,1.852663313E2,1.457335080E0,1.678330046E2,7.179767380E0,4.128599270E0
4.895685744E1,5.057519395E1,8.669863595E0,1.854685517E2,5.464349082E-1,1.820956053E2,7.054369085E0,4.171919642E0
4.995684385E1,5.057518875E1,8.669869498E0,1.858112559E2,1.470802710E-1,1.831814196E2,7.070429845E0,4.321413209E0
5.095682943E1,5.057518314E1,8.669889817E0,1.857887533E2,3.518641787E-1,1.366989250E2,7.133676773E0,4.093501909E0
5.195681608E1,5.057515267E1,8.669910383E0,1.877342301E2,1.465472152E0,1.344115044E2,7.228583004E0,4.055265342E0
5.295680404E1,5.057514332E1,8.669924433E0,1.858706876E2,1.830532337E0,1.299796171E2,7.208299380E0,4.008136427E0
5.395679069E1,5.057511839E1,8.669959459E0,1.857990872E2,2.857025189E0,1.325537505E2,7.140139203E0,4.089242245E0
5.495677888E1,5.057509125E1,8.669953980E0,1.843087116E2,3.051066770E0,1.473221298E2,7.219917476E0,4.035609815E0
5.595676684E1,5.057506307E1,8.669980292E0,1.847665766E2,3.324768871E0,1.452748530E2,7.622185029E0,4.073184571E0
5.695675540E1,5.057503923E1,8.669980167E0,1.876157113E2,3.110425186E0,1.533748538E2,7.667227981E0,4.064167510E0
5.795674431E1,5.057501476E1,8.669983233E0,1.861557223E2,3.109220607E0,1.567623093E2,7.652131154E0,4.029813261E0
5.895673335E1,5.057502105E1,8.670020732E0,1.853466018E2,2.660321850E0,1.272996113E2,7.506631683E0,4.150305396E0
5.995672297E1,5.057500897E1,8.670038551E0,1.851137343E2,2.192554585E0,1.285754427E2,7.840870222E0,4.138543804E0
6.095671201E1,5.057498448E1,8.670056132E0,1.856125486E2,2.151174193E0,1.302848614E2,7.953663997E0,4.026588967E0
6.195670271E1,5.057495652E1,8.670074756E0,1.859347216E2,2.529747808E0,1.422949932E2,7.830754082E0,3.839627392E0
6.295669234E1,5.057493958E1,8.670082427E0,1.840885108E2,2.794168102E0,1.584499189E2,7.652579647E0,4.211702892E0
6.395668316E1,5.057492004E1,8.670093741E0,1.857619502E2,2.998708633E0,1.608379425E2,7.553414785E0,4.051570627E0
6.495667279E1,5.057489610E1,8.670090838E0,1.861986773E2,2.884319048E0,1.686312659E2,7.536643363E0,3.770140148E0
6.595666468E1,5.057487418E1,8.670086905E0,1.877480169E2,2.525385951E0,1.757178429E2,7.681185290E0,3.832794675E0
6.695665467E1,5.057484316E1,8.670100329E0,1.888688739E2,2.680144738E0,1.740525811E2,7.619610073E0,4.337132470E0
6.795664573E1,5.057482287E1,8.670104888E0,1.886503236E2,2.493663443E0,1.645439180E2,7.473013807E0,4.073950495E0
6.895663750E1,5.057477332E1,8.670088784E0,1.865723990E2,2.933173793E0,1.647776270E2,7.466737443E0,4.142944456E0
6.995662868E1,5.057475114E1,8.670105562E0,1.884757012E2,3.017896735E0,1.551258142E2,7.495662450E0,4.272898842E0
7.095662022E1,5.057473728E1,8.670149496E0,1.882484893E2,2.834074504E0,1.498668380E2,7.446713958E0,4.522620138E0
7.195661139E1,5.057471921E1,8.670182375E0,1.895315158E2,3.166727556E0,1.368217073E2,7.398511936E0,4.307155915E0
7.295660341E1,5.057469608E1,8.670195844E0,1.894702071E2,3.088910449E0,1.398018748E2,7.452380365E0,4.152036196E0
7.395659614E1,5.057467125E1,8.670202231E0,1.869583443E2,3.284546090E0,1.551686526E2,7.446789303E0,4.306577569E0
7.495658720E1,5.057464434E1,8.670242267E0,1.893475311E2,3.706501985E0,1.490043453E2,7.222857491E0,4.013391556E0
7.595657980E1,5.057465062E1,8.670256991E0,1.896265024E2,2.875601091E0,1.390973635E2,7.112681262E0,4.147324380E0
7.695657218E1,5.057462389E1,8.670258198E0,1.903826224E2,2.590256930E0,1.535671103E2,6.953817850E0,4.278441435E0
7.795656407E1,5.057460239E1,8.670276939E0,1.890377173E2,2.792945726E0,1.588042272E2,6.809084192E0,4.526054502E0
7.895655680E1,5.057459087E1,8.670307981E0,1.876464689E2,3.045066479E0,1.595246260E2,6.622809256E0,4.777021305E0
7.995654953E1,5.057458646E1,8.670341284E0,1.904515710E2,2.432121145E0,1.472509697E2,6.450495989E0,4.999037825E0
8.095654094E1,5.057457724E1,8.670358612E0,1.913017870E2,1.984558267E0,1.468692553E2,6.304153738E0,5.024589604E0
8.195653439E1,5.057455899E1,8.670382436E0,1.905487474E2,2.047754455E0,1.415905933E2,6.194775931E0,5.105573052E0
8.295652652E1,5.057452870E1,8.670398188E0,1.895669136E2,2.709621579E0,1.543040154E2,6.125297251E0,5.180570050E0
8.395651948E1,5.057452058E1,8.670420861E0,1.901155538E2,2.311853566E0,1.468942649E2,5.992522758E0,5.248469357E0
8.495651281E1,5.057452470E1,8.670463505E0,1.914008773E2,2.415316083E0,1.147192229E2,5.878441217E0,5.363249047E0
8.595650518E1,5.057451618E1,8.670499678E0,1.913478081E2,2.599967603E0,1.092843293E2,5.714616586E0,5.289854542E0
8.695649791E1,5.057449013E1,8.670521130E0,1.912610453E2,2.730465858E0,1.282504448E2,5.576619566E0,5.032101608E0
8.795649111E1,5.057448564E1,8.670553013E0,1.895700733E2,2.568683837E0,1.175682939E2,5.453964416E0,4.435410649E0
8.895648313E1,5.057445194E1,8.670562536E0,1.895807556E2,2.775066261E0,1.428828439E2,5.339725630E0,4.616311254E0
8.995647669E1,5.057443178E1,8.670587911E0,1.887626011E2,2.999949687E0,1.415114818E2,5.239216552E0,4.798545652E0
9.095646954E1,5.057442182E1,8.670616330E0,1.900832857E2,2.970433426E0,1.308496755E2,5.135916589E0,4.390275083E0
9.195646203E1,5.057441055E1,8.670644499E0,1.915138005E2,2.864827492E0,1.246940003E2,5.027651209E0,4.353864663E0
